Name,ra,dec,epoch,mu_acosd,mu_d,b,r,i,d_H,vt_H,Mbol_H,w_H,d_He,vt_He,Mbol_He,w_He
SSSJ113109.2+064305,172.7884,6.7182,1991.062,-94.4,31.8,17.752,17.365,17.166,80.2,38.0,12.8,1.0,79.9,37.9,12.9,0.0
SSSJ113119.3+182333,172.8304,18.3924,1986.228,-44.6,45.8,18.872,18.405,18.39,139.9,42.4,12.7,1.0,138.4,41.9,12.8,0.0
SSSJ113122.7+492041,172.8444,49.3448,1991.107,-102.8,-29.8,19.126,18.312,18.321,96.4,48.9,13.7,0.63,97.3,49.3,13.7,0.37
SSSJ113132.3+084108,172.8844,8.6857,1989.261,-153.1,-163.0,19.759,18.545,17.798,43.5,46.2,15.5,0.49,55.8,59.2,15.0,0.51
SSSJ113133.2-122540,172.8884,-12.4278,1991.352,-128.6,-102.6,15.631,15.523,15.444,53.9,42.2,11.4,1.0,50.2,39.3,11.5,0.0
SSSJ113140.5+095123,172.9189,9.8563,1989.261,83.5,-10.0,18.861,18.721,18.517,202.0,80.4,11.8,1.0,191.2,76.1,12.0,0.0
SSSJ113142.2-304306,172.9258,-30.7183,1986.171,-58.4,26.1,19.346,19.126,18.665,170.3,51.6,12.8,1.0,169.9,51.5,12.8,0.0
SSSJ113145.7-780147,172.9405,-78.0298,1987.066,-2.1,-67.6,16.807,16.695,16.762,104.4,33.5,10.9,1.0,98.3,31.5,11.1,0.0
SSSJ113153.4+481852,172.9724,48.3143,1990.142,-41.5,61.0,17.403,17.523,17.637,203.6,71.2,9.1,1.0,216.6,75.7,9.2,0.0
SSSJ113156.9+431652,172.987,43.2811,1997.28,-91.4,20.7,18.031,18.079,17.999,201.1,89.6,10.5,1.0,194.1,86.5,10.7,0.0
SSSJ113203.5+065508,173.0146,6.9189,1991.062,7.3,94.7,15.481,15.524,15.527,66.2,29.8,10.2,1.0,64.5,29.0,10.5,0.0
SSSJ113213.9-195902,173.0578,-19.9838,1985.191,-46.0,-37.8,18.827,18.589,18.668,221.9,62.6,11.5,1.0,205.5,58.0,11.7,0.0
SSSJ113215.5+280934,173.0647,28.1595,1989.027,-116.5,19.9,17.038,16.46,16.437,50.6,28.3,13.1,1.0,50.8,28.4,13.1,0.0
SSSJ113232.1+734345,173.1337,73.7292,1993.03,-32.6,-38.1,19.255,18.865,18.937,207.5,49.3,12.2,1.0,199.2,47.3,12.3,0.0
SSSJ113236.1-314522,173.1506,-31.7562,1987.478,-61.6,-23.4,18.255,18.056,17.86,139.2,43.5,12.1,1.0,133.3,41.6,12.2,0.0
SSSJ113244.4+434045,173.1849,43.6792,1997.28,-129.2,-9.8,18.902,18.651,18.384,159.1,98.1,12.5,1.0,156.9,96.7,12.5,0.0
SSSJ113250.8-364748,173.2116,-36.7967,1982.245,-55.4,-21.0,18.646,18.504,18.647,245.4,68.9,10.8,1.0,232.3,65.3,11.1,0.0
SSSJ113257.7-422241,173.2406,-42.3781,1996.218,-240.5,19.6,19.807,18.719,18.163,61.7,70.5,14.9,0.55,72.0,82.2,14.7,0.45
SSSJ113300.3+061038,173.2514,6.1772,1991.062,-93.8,-4.2,18.267,18.185,18.156,196.7,87.6,11.1,1.0,184.9,82.4,11.3,0.0
SSSJ113305.6+790621,173.2734,79.1058,1998.314,-97.3,29.8,17.925,17.524,17.278,81.5,39.4,12.9,1.0,81.5,39.4,13.0,0.0
SSSJ113316.6+035653,173.3193,3.948,1991.331,-71.4,-0.8,17.651,17.581,17.604,156.7,53.0,10.8,1.0,148.4,50.2,11.1,0.0
SSSJ113319.5-124901,173.3311,-12.8169,1991.286,-96.4,-40.5,15.253,15.365,15.441,71.6,35.6,9.4,1.0,74.3,37.0,9.5,0.0
SSSJ113325.8+183935,173.3577,18.6596,1992.33,-113.4,17.5,17.82,17.562,17.282,94.1,51.3,12.5,1.0,92.9,50.6,12.6,0.0
SSSJ113325.9-012829,173.3579,-1.4747,1989.154,-46.5,-21.6,17.479,17.242,17.219,108.7,26.4,11.8,1.0,101.8,24.7,12.0,0.0
SSSJ113337.2-110529,173.4049,-11.0914,1991.352,-200.2,-56.0,16.613,16.327,16.258,64.1,63.2,12.1,1.0,61.4,60.6,12.2,0.0
SSSJ113341.6-244606,173.4233,-24.7682,1985.304,49.9,-33.5,19.094,18.769,18.405,141.8,40.4,12.9,1.0,141.6,40.4,13.0,0.0
SSSJ113342.7+691639,173.4277,69.2774,1997.191,82.4,-116.4,17.919,17.558,17.594,114.2,77.4,12.2,1.0,109.6,74.3,12.3,0.0
SSSJ113352.7+444648,173.4695,44.78,1997.28,-84.6,8.8,17.33,17.415,17.281,146.5,59.0,10.4,1.0,141.8,57.1,10.7,0.0
SSSJ113355.4+851205,173.4809,85.2013,1998.311,-88.2,64.6,19.488,18.204,17.634,40.4,20.9,15.4,0.46,50.9,26.3,15.0,0.54
SSSJ113355.7-331721,173.482,-33.289,1982.548,-45.1,-20.1,18.699,18.397,18.371,169.8,39.7,12.1,1.0,162.0,37.9,12.2,0.0
SSSJ113423.6-154107,173.5983,-15.6853,1991.286,-359.9,152.8,19.561,18.27,17.999,52.3,97.0,15.0,0.46,61.3,113.6,14.8,0.54
SSSJ113432.1+341514,173.6336,34.254,1999.352,-339.7,-17.2,19.584,17.966,17.515,21.6,34.9,17.0,0.28,41.5,66.9,15.2,0.72
SSSJ113435.1-320548,173.6461,-32.0966,1987.481,-55.4,-3.9,17.835,17.956,17.982,226.5,59.6,9.6,1.0,231.6,60.9,9.7,0.0
SSSJ113439.6-064420,173.6649,-6.739,1993.3,-134.4,49.7,18.917,18.366,18.041,97.7,66.2,13.5,1.0,98.5,66.8,13.6,0.0
SSSJ113445.1+162337,173.6881,16.3936,1992.503,38.8,-32.8,19.018,18.622,18.415,140.6,33.8,12.8,1.0,140.6,33.8,12.9,0.0
SSSJ113448.9+464836,173.7038,46.8101,1997.28,-170.2,-118.2,16.352,16.622,16.56,138.1,135.5,8.7,1.0,148.6,145.8,8.6,0.0
SSSJ113450.9-064430,173.7123,-6.7418,1993.3,-191.5,-136.9,20.306,18.911,18.172,43.7,48.6,16.0,0.41,61.5,68.5,15.2,0.59
SSSJ113453.0-100111,173.7208,-10.0197,1991.352,-10.4,-111.7,17.38,17.051,16.783,69.5,36.9,12.7,1.0,69.1,36.7,12.8,0.0
SSSJ113453.7-343923,173.7236,-34.6563,1991.125,-116.0,9.1,18.753,18.124,17.754,79.3,43.6,13.8,1.0,79.7,43.8,13.8,0.0
SSSJ113458.8+452649,173.7451,45.4469,1987.049,-26.3,-50.6,19.91,18.893,18.417,75.4,20.4,14.7,0.57,84.0,22.7,14.6,0.43
SSSJ113502.3-243020,173.7596,-24.5057,1991.119,-103.9,34.3,17.809,17.901,17.692,173.5,89.6,10.7,1.0,166.2,85.9,10.9,0.0
SSSJ113510.0+642950,173.7918,64.4973,1996.97,-77.2,-270.9,18.559,18.183,17.966,116.4,155.6,12.8,1.0,115.9,155.0,12.9,0.0
SSSJ113525.0+271742,173.854,27.2951,1989.027,-351.0,-68.0,19.544,17.904,17.514,20.7,35.0,17.1,0.28,41.2,69.9,15.2,0.72
SSSJ113529.5-405110,173.8729,-40.8529,1996.218,-82.9,41.6,18.858,18.474,18.317,139.4,61.4,12.7,1.0,138.6,61.1,12.8,0.0
SSSJ113540.2-342039,173.9175,-34.3441,1991.125,-224.6,22.7,18.56,18.036,17.952,104.4,111.8,13.0,1.0,104.7,112.1,13.1,0.0
SSSJ113549.0-413928,173.9543,-41.6578,1986.006,30.1,-54.7,17.645,17.71,17.708,185.1,54.8,10.1,1.0,181.3,53.7,10.3,0.0
SSSJ113608.6+584617,174.0358,58.7713,1990.153,-52.4,-57.1,18.747,18.142,18.224,114.7,42.1,13.0,1.0,115.4,42.4,13.0,0.0
SSSJ113608.7+581903,174.0365,58.3174,1989.405,-36.5,-23.7,19.055,19.014,18.921,284.3,58.6,11.1,1.0,267.7,55.2,11.2,0.0
SSSJ113609.5+025532,174.0396,2.9257,1990.694,-70.1,19.6,18.781,18.447,18.492,179.1,61.7,12.0,1.0,169.9,58.6,12.2,0.0
SSSJ113627.5+083838,174.1147,8.644,1989.261,-63.0,-64.9,17.503,16.913,16.61,49.1,21.0,13.6,1.0,49.4,21.1,13.6,0.0
SSSJ113631.2-235429,174.1302,-23.908,1992.317,-66.8,-77.3,18.235,17.727,17.395,75.0,36.2,13.4,1.0,75.5,36.5,13.5,0.0
SSSJ113631.3+153046,174.1306,15.5128,1997.352,-102.4,-196.7,18.395,17.673,17.584,73.2,77.1,13.6,1.0,73.6,77.5,13.7,0.0
SSSJ113638.4+131250,174.1601,13.214,1997.352,-90.8,-54.2,19.183,18.783,18.888,204.0,102.5,12.1,1.0,194.9,97.9,12.3,0.0
SSSJ113641.9+170110,174.1747,17.0193,1997.352,-44.7,-150.7,19.618,18.099,17.435,27.2,20.2,16.4,0.35,41.2,30.6,15.2,0.65
SSSJ113642.4+405545,174.1766,40.929,1997.428,-107.8,-14.0,19.503,19.055,18.769,151.9,78.5,13.2,1.0,152.7,78.9,13.2,0.0
SSSJ113649.5+173246,174.2061,17.5461,1986.482,40.9,-64.3,19.351,18.438,18.617,105.2,38.0,13.7,0.61,106.3,38.4,13.7,0.39
SSSJ113652.8+145448,174.2201,14.9134,1994.158,-54.5,-17.1,17.703,17.62,17.309,116.6,31.6,11.9,1.0,110.7,30.0,12.0,0.0
SSSJ113654.2+070338,174.2257,7.0604,1991.062,25.4,-83.0,17.2,17.111,17.196,129.9,53.6,10.7,1.0,123.8,51.1,11.0,0.0
SSSJ113701.1-463105,174.2547,-46.5181,1983.422,-34.8,-39.5,19.232,18.578,18.329,104.3,26.0,13.7,1.0,105.2,26.2,13.7,0.0
SSSJ113711.4+034326,174.2975,3.7239,1991.062,-137.6,-105.0,17.969,17.529,17.244,75.8,62.1,13.1,1.0,76.1,62.4,13.2,0.0
SSSJ113722.3+014858,174.3429,1.8162,1988.503,-61.9,24.9,18.564,17.985,17.476,69.7,22.1,13.8,1.0,70.1,22.2,13.9,0.0
SSSJ113728.9-252041,174.3703,-25.3449,1992.317,-28.5,-75.7,18.89,18.349,18.087,102.5,39.4,13.4,1.0,103.2,39.6,13.4,0.0
SSSJ113729.4-073107,174.3723,-7.5186,1991.352,-39.9,-73.9,18.223,17.73,17.439,78.7,31.3,13.3,1.0,79.1,31.5,13.4,0.0
SSSJ113732.3+405459,174.3846,40.9164,1985.801,20.7,-52.9,19.087,18.909,18.91,256.2,69.0,11.5,1.0,237.8,64.1,11.6,0.0
SSSJ113736.8+175606,174.4033,17.9349,1992.33,-147.2,-13.8,19.838,18.926,18.5,87.2,61.2,14.4,0.61,92.7,65.0,14.4,0.39
SSSJ113736.9-052317,174.4039,-5.3881,1986.202,-39.5,25.4,16.524,16.67,16.822,149.5,33.3,8.7,1.0,161.8,36.0,8.6,0.0
SSSJ113738.4-002722,174.41,-0.4561,1993.155,-86.9,62.1,18.039,17.635,17.366,83.7,42.5,13.0,1.0,83.9,42.5,13.1,0.0
SSSJ113743.2+134712,174.4301,13.7866,1992.795,-29.1,-59.1,19.145,18.689,18.24,112.2,35.0,13.5,1.0,113.1,35.3,13.5,0.0
SSSJ113751.6+661001,174.4652,66.167,1991.454,-51.3,35.6,19.073,18.781,18.61,177.3,52.5,12.4,1.0,173.2,51.2,12.5,0.0
SSSJ113753.3-803722,174.4719,-80.6229,1981.512,52.2,-52.5,18.431,18.434,18.058,177.9,62.4,11.7,1.0,167.6,58.8,11.8,0.0
SSSJ113756.5+574023,174.4856,57.6731,1992.106,-37.1,-67.6,16.732,16.393,15.967,44.5,16.3,13.1,1.0,44.6,16.3,13.1,0.0
SSSJ113823.5+060435,174.5978,6.0765,1991.062,-27.6,-96.9,17.349,17.145,16.69,69.8,33.4,12.7,1.0,69.6,33.3,12.8,0.0
SSSJ113823.9+241424,174.5997,24.24,1996.376,-101.7,17.9,17.934,17.605,17.551,111.0,54.2,12.2,1.0,107.2,52.3,12.4,0.0
SSSJ113825.2-270837,174.6049,-27.1435,1992.317,-203.0,-37.8,19.843,18.949,18.287,74.8,73.0,14.7,0.61,83.4,81.4,14.6,0.39
SSSJ113827.4+430908,174.6144,43.1524,1987.378,-70.3,-30.0,19.073,18.733,19.037,248.1,90.0,11.4,1.0,229.2,83.1,11.6,0.0
SSSJ113828.7-240639,174.6197,-24.1109,1992.317,19.8,-94.4,19.43,18.868,18.739,141.4,64.3,13.2,1.0,142.6,64.9,13.3,0.0
SSSJ113838.9+132343,174.6623,13.3954,1997.352,-90.8,-109.0,19.108,18.463,18.734,151.1,101.7,12.7,1.0,148.8,100.1,12.8,0.0
SSSJ113844.1+643849,174.6839,64.6469,1996.97,-91.0,-6.2,19.289,18.56,17.895,71.5,30.8,14.4,1.0,75.0,32.3,14.3,0.0
SSSJ113917.6+203258,174.8234,20.5496,1985.617,-50.4,10.9,18.3,18.397,18.594,321.5,78.6,8.9,1.0,347.5,85.0,8.9,0.0
SSSJ113922.1-180218,174.842,-18.0383,1993.086,24.0,-82.2,18.997,18.581,18.545,158.6,64.6,12.5,1.0,155.4,63.3,12.7,0.0
SSSJ113924.5-084639,174.8519,-8.7776,1991.352,-160.6,86.3,17.003,16.899,16.924,111.6,96.2,11.0,1.0,104.8,90.4,11.2,0.0
SSSJ113925.4+134311,174.856,13.7197,1994.88,-58.0,3.9,17.042,17.186,17.147,152.9,42.2,9.7,1.0,154.9,42.7,9.9,0.0
SSSJ113926.3+261321,174.8598,26.2226,1996.376,130.3,-77.6,17.884,17.397,17.095,67.2,48.4,13.3,1.0,67.7,48.8,13.4,0.0
SSSJ113940.6-322211,174.919,-32.3698,1991.149,36.9,-106.0,18.434,17.844,17.562,76.7,40.7,13.5,1.0,77.1,40.9,13.6,0.0
SSSJ113941.4+420519,174.9227,42.0885,1997.28,-78.2,-35.3,16.867,16.955,16.793,115.4,47.1,10.5,1.0,111.4,45.4,10.8,0.0
SSSJ113946.0-333508,174.9418,-33.5855,1983.715,-64.7,6.6,18.398,17.788,17.5,73.2,22.6,13.6,1.0,73.7,22.7,13.7,0.0
SSSJ113953.9+230516,174.9745,23.0877,1996.376,-44.5,-135.8,19.523,18.128,17.554,35.0,23.7,15.7,0.41,46.5,31.5,15.1,0.59
SSSJ113956.7-364314,174.9864,-36.7205,1991.125,-122.0,20.9,19.863,18.692,18.385,68.1,40.0,14.8,0.51,76.6,45.0,14.7,0.49
SSSJ114006.5+182403,175.027,18.4008,1992.33,-121.6,-41.7,18.051,17.886,18.056,184.4,112.8,10.8,1.0,174.2,106.5,11.1,0.0
SSSJ114012.9+232206,175.0536,23.3683,1994.24,-29.3,-53.9,18.934,18.915,18.894,292.1,84.9,10.7,1.0,279.1,81.1,10.9,0.0
SSSJ114017.3+593852,175.0721,59.6477,1990.603,55.7,4.2,18.595,18.085,17.73,86.8,23.0,13.4,1.0,87.2,23.1,13.5,0.0
SSSJ114022.4+143003,175.0931,14.5009,1997.352,-71.6,-39.2,18.026,17.81,17.833,151.4,58.8,11.6,1.0,140.5,54.6,11.8,0.0
SSSJ114052.6+124545,175.219,12.7625,1997.352,-35.2,-90.2,18.421,17.56,17.446,61.0,28.0,13.9,0.62,61.6,28.3,14.0,0.38
SSSJ114110.9-372924,175.2955,-37.49,1991.125,-90.5,-2.1,16.42,16.51,16.572,116.2,49.6,9.6,1.0,117.8,50.2,9.8,0.0
SSSJ114122.4-350406,175.3435,-35.0682,1991.125,-85.6,-156.6,18.341,17.143,16.585,26.9,22.7,15.2,0.5,32.7,27.6,14.9,0.5
SSSJ114123.0+185923,175.3458,18.9898,1992.33,67.0,-96.5,18.792,17.759,17.217,42.0,23.3,14.8,0.57,47.5,26.4,14.7,0.43
SSSJ114128.8+373858,175.3699,37.6496,1997.428,-103.6,-43.0,17.627,17.618,17.378,135.9,72.1,11.3,1.0,127.4,67.6,11.5,0.0
SSSJ114142.7+185433,175.428,18.9093,1987.173,-50.8,-46.3,18.073,17.729,17.746,123.9,40.4,12.1,1.0,118.8,38.7,12.3,0.0
SSSJ114145.1+191847,175.4379,19.313,1986.668,-12.2,-51.4,18.473,18.062,18.344,170.9,42.8,11.7,1.0,158.0,39.6,11.9,0.0
SSSJ114201.8+562949,175.5077,56.497,1993.319,-134.6,-27.5,18.911,18.208,17.952,84.2,54.7,13.8,1.0,84.8,55.1,13.8,0.0
SSSJ114209.8+012608,175.5409,1.4356,1988.242,0.9,-54.3,18.629,18.048,17.926,96.0,24.7,13.3,1.0,96.8,24.9,13.3,0.0
SSSJ114210.5-180327,175.5439,-18.0574,1993.086,-123.8,22.3,16.245,15.951,15.682,43.2,25.8,12.6,1.0,42.7,25.5,12.7,0.0
SSSJ114235.4-851546,175.6474,-85.2627,1993.25,-477.3,26.0,19.653,18.543,18.165,63.6,144.1,14.8,0.54,71.4,161.7,14.6,0.46
SSSJ114238.9+494448,175.6622,49.7466,1988.99,-57.9,-17.8,19.493,18.897,18.801,142.2,40.8,13.3,1.0,143.6,41.2,13.3,0.0
SSSJ114256.4-353921,175.7351,-35.6557,1991.125,44.7,-110.9,17.291,17.326,17.433,165.9,94.4,9.8,1.0,164.8,93.7,10.1,0.0
SSSJ114308.6-300850,175.786,-30.1473,1991.149,34.7,-86.6,18.275,17.99,17.792,120.7,53.2,12.4,1.0,118.2,52.1,12.5,0.0
SSSJ114314.2+703609,175.809,70.6025,1991.501,-31.1,68.7,19.454,18.626,18.478,99.1,35.4,13.9,0.63,100.2,35.8,14.0,0.37
SSSJ114318.4+145324,175.8265,14.8901,1994.385,-52.5,-13.1,18.021,17.866,17.942,173.0,44.4,11.1,1.0,161.8,41.5,11.3,0.0
SSSJ114319.1-080115,175.8297,-8.0209,1991.352,-86.3,-0.5,17.112,16.937,16.955,105.6,43.0,11.4,1.0,98.1,40.0,11.6,0.0
SSSJ114338.7-315403,175.9113,-31.9007,1988.309,-69.8,10.8,16.698,16.845,16.838,135.5,45.4,9.5,1.0,139.4,46.7,9.7,0.0
SSSJ114342.9+405312,175.9288,40.8866,1997.428,-117.1,45.1,19.128,18.491,17.982,84.3,50.3,14.0,1.0,84.9,50.7,14.0,0.0
SSSJ114345.5+553209,175.9395,55.5358,1991.062,-57.5,-51.7,18.144,18.034,17.785,145.6,53.4,11.8,1.0,137.5,50.4,12.0,0.0
SSSJ114346.2+024643,175.9423,2.7787,1992.991,-29.6,-42.4,19.162,18.496,18.17,94.3,23.1,13.8,1.0,95.0,23.3,13.8,0.0
SSSJ114347.6+144806,175.9482,14.8016,1997.352,-218.1,-294.3,18.699,18.166,17.815,88.5,153.5,13.5,1.0,89.1,154.6,13.6,0.0
SSSJ114348.4+080910,175.9518,8.1527,1989.261,-67.5,-52.6,17.972,17.919,17.799,166.0,67.7,11.2,1.0,155.7,63.5,11.4,0.0
SSSJ114404.8+052952,176.02,5.4978,1991.205,-63.9,-23.8,17.444,17.51,17.586,181.9,58.8,9.7,1.0,181.9,58.8,10.0,0.0
SSSJ114409.3-501407,176.0387,-50.2353,1992.242,62.0,-91.4,18.638,18.79,18.58,279.9,147.3,10.3,1.0,270.4,142.3,10.6,0.0
SSSJ114421.9+100948,176.0913,10.1632,1989.261,-222.1,-191.9,18.712,17.488,17.264,40.0,55.5,14.8,0.49,45.3,62.9,14.7,0.51
SSSJ114425.1+013949,176.1045,1.6636,1993.155,-81.3,10.9,18.375,18.168,18.255,189.9,73.8,11.3,1.0,176.5,68.6,11.5,0.0
SSSJ114439.4+750715,176.1641,75.1208,1997.113,110.2,-8.5,17.902,17.68,17.418,105.9,55.2,12.3,1.0,103.4,53.9,12.4,0.0
SSSJ114439.7+662929,176.1652,66.4913,1996.97,-145.5,-21.8,18.213,17.422,17.169,54.8,38.2,14.0,1.0,55.5,38.6,14.0,0.0
SSSJ114441.6+171717,176.1735,17.288,1994.918,22.8,-68.8,17.203,17.385,17.33,173.4,59.6,9.5,1.0,179.3,61.6,9.6,0.0
SSSJ114441.8+121830,176.1741,12.3083,1989.261,140.1,-58.2,18.43,17.39,17.12,43.4,31.2,14.5,0.56,46.4,33.4,14.5,0.44
SSSJ114445.0+351643,176.1876,35.2787,1999.352,-98.6,-19.0,18.68,18.53,18.221,164.4,77.9,12.1,1.0,159.1,75.4,12.3,0.0
SSSJ114448.8-314229,176.2033,-31.708,1995.107,-153.3,-40.8,18.111,18.063,18.126,205.0,154.5,10.5,1.0,196.8,148.3,10.8,0.0
SSSJ114451.4-252050,176.2141,-25.3471,1992.317,-105.2,-75.9,18.424,17.487,17.111,45.7,28.2,14.4,0.6,48.2,29.7,14.4,0.4
SSSJ114451.9-214308,176.2163,-21.719,1993.086,151.0,21.8,18.887,18.113,17.863,76.5,55.5,13.9,1.0,77.2,56.0,14.0,0.0
SSSJ114452.5+114223,176.2189,11.7064,1987.895,-59.5,-39.1,17.205,17.331,17.468,192.8,65.0,9.0,1.0,207.5,70.0,9.0,0.0
SSSJ114508.0-071520,176.2835,-7.2555,1984.813,-31.9,37.6,18.415,18.334,18.319,213.2,49.8,11.0,1.0,200.6,46.9,11.2,0.0
SSSJ114524.5-152152,176.3523,-15.3645,1991.286,58.0,-102.5,16.261,16.211,16.1,76.2,42.6,11.2,1.0,71.5,40.0,11.3,0.0
SSSJ114540.1-260252,176.4169,-26.0477,1992.317,-94.9,4.6,19.11,18.273,17.967,75.1,33.8,14.1,0.63,76.9,34.6,14.2,0.37
SSSJ114544.7-061916,176.4361,-6.3212,1993.3,-149.1,-30.1,18.894,18.094,17.667,65.4,47.1,14.2,1.0,67.2,48.4,14.2,0.0
SSSJ114544.7+630600,176.4362,63.1,1996.97,-201.2,-349.9,17.326,16.236,15.835,22.0,42.2,14.8,0.55,24.7,47.2,14.6,0.45
SSSJ114546.2-072728,176.4424,-7.4577,1984.621,-48.6,12.7,18.738,18.799,18.57,253.9,60.5,10.9,1.0,240.3,57.2,11.1,0.0
SSSJ114546.3+373212,176.443,37.5367,1985.676,-16.3,-45.2,18.947,18.796,18.493,186.5,42.5,12.1,1.0,180.4,41.1,12.3,0.0
SSSJ114550.3-442747,176.4596,-44.4631,1983.255,-44.3,-6.4,18.077,18.22,18.239,261.9,55.6,9.4,1.0,271.3,57.6,9.6,0.0
SSSJ114551.9-164660,176.4664,-16.7832,1985.884,53.0,-34.5,18.529,18.597,18.368,232.9,69.8,10.9,1.0,220.8,66.2,11.1,0.0
SSSJ114602.4-114108,176.5099,-11.6856,1984.719,58.8,5.4,19.309,18.594,18.282,95.9,26.8,13.9,1.0,96.6,27.0,13.9,0.0
SSSJ114607.3-191207,176.5304,-19.2021,1996.158,102.0,-63.0,16.071,16.336,16.229,113.9,64.8,9.0,1.0,121.9,69.3,9.0,0.0
SSSJ114615.6-310909,176.5651,-31.1525,1985.481,-63.4,10.8,18.855,18.573,18.277,144.1,43.9,12.6,1.0,143.1,43.7,12.7,0.0
SSSJ114634.0-342528,176.6416,-34.4244,1981.551,-54.5,-19.7,19.492,19.366,18.767,185.0,50.9,12.7,1.0,184.7,50.8,12.8,0.0
SSSJ114648.6-234211,176.7026,-23.7031,1986.466,-57.8,-8.8,17.701,17.548,17.547,140.5,38.9,11.3,1.0,130.8,36.2,11.5,0.0
SSSJ114654.0-084548,176.725,-8.7632,1991.352,-20.8,115.4,15.88,15.954,15.995,86.6,48.1,9.8,1.0,86.1,47.7,10.1,0.0
SSSJ114654.7-033821,176.7281,-3.6392,1993.3,-80.0,-26.2,18.737,18.625,18.384,193.0,76.9,11.8,1.0,182.4,72.6,12.0,0.0
SSSJ114658.6-161942,176.744,-16.3283,1991.286,-105.4,-6.7,17.177,17.14,17.204,135.9,68.3,10.5,1.0,130.7,65.7,10.7,0.0
SSSJ114707.5+200146,176.7812,20.0294,1990.07,-94.5,-1.7,18.206,17.859,17.94,140.1,62.4,12.0,1.0,132.5,59.0,12.1,0.0
SSSJ114708.8-332052,176.7866,-33.3479,1991.125,-73.1,-95.1,19.175,18.632,18.425,121.4,69.1,13.3,1.0,122.5,69.7,13.4,0.0
SSSJ114709.8+430307,176.7907,43.0521,1997.28,108.4,-174.6,19.52,18.215,17.857,47.0,45.9,15.2,0.45,56.6,55.3,14.9,0.55
SSSJ114711.5+221830,176.7979,22.3085,1996.376,-180.7,100.2,19.474,18.764,18.696,123.1,120.8,13.5,1.0,124.3,121.9,13.6,0.0
SSSJ114712.4+492801,176.8016,49.467,1991.107,-158.0,-31.0,18.55,18.176,17.966,117.0,89.3,12.8,1.0,116.6,89.0,12.8,0.0
SSSJ114712.4+492801,176.8018,49.467,1991.113,-193.1,-6.3,18.591,18.164,18.247,144.9,132.6,12.3,1.0,139.8,127.9,12.4,0.0
SSSJ114716.0-270455,176.8168,-27.082,1992.317,-100.6,72.9,19.031,18.194,17.803,68.0,40.0,14.3,0.63,70.3,41.3,14.3,0.37
SSSJ114722.7+171324,176.8445,17.2233,1992.918,-58.8,43.1,18.906,18.688,18.859,255.4,88.3,11.2,1.0,238.2,82.3,11.4,0.0
SSSJ114735.6+300920,176.8982,30.1557,1991.267,-185.9,26.4,18.052,17.522,17.278,71.7,63.9,13.3,1.0,72.2,64.4,13.4,0.0
SSSJ114737.2-354955,176.905,-35.832,1991.125,-90.4,-32.5,17.519,17.489,17.522,156.6,71.3,10.5,1.0,150.3,68.4,10.8,0.0
SSSJ114743.1-060527,176.9294,-6.0908,1985.088,-59.4,15.7,18.382,18.242,18.104,173.1,50.4,11.7,1.0,161.9,47.2,11.8,0.0
SSSJ114745.5+464631,176.9394,46.7754,1988.192,23.3,-61.6,19.315,18.599,18.346,100.0,31.2,13.8,1.0,100.8,31.5,13.9,0.0
SSSJ114745.7-232201,176.9406,-23.367,1992.317,94.4,-25.5,19.583,18.661,18.236,76.4,35.5,14.5,0.6,81.6,37.9,14.4,0.4
SSSJ114757.6+370119,176.9902,37.0219,1999.352,-43.5,-114.5,19.183,18.666,18.403,121.1,70.0,13.3,1.0,122.2,70.6,13.4,0.0
SSSJ114758.8+283156,176.9949,28.5322,1991.267,-121.8,31.1,17.631,17.495,17.508,141.0,84.2,11.2,1.0,131.7,78.7,11.4,0.0
SSSJ114804.5+410929,177.019,41.158,1997.428,114.2,-45.1,18.821,18.616,18.527,199.2,116.2,11.8,1.0,187.5,109.3,12.0,0.0
SSSJ114822.8-285613,177.0952,-28.9369,1995.107,-62.4,-92.0,17.508,17.064,17.157,86.9,45.7,12.3,1.0,84.0,44.2,12.5,0.0
SSSJ114840.2-125036,177.1676,-12.8434,1991.286,-293.1,-25.1,17.15,16.914,16.921,96.6,134.5,11.7,1.0,90.0,125.4,11.9,0.0
SSSJ114851.0+350426,177.2127,35.0738,1989.043,-91.5,-50.8,17.436,17.632,17.584,199.9,99.5,9.3,1.0,209.9,104.4,9.4,0.0
SSSJ114851.7-012612,177.2155,-1.4366,1993.155,-67.6,-125.8,17.467,17.259,17.359,126.8,85.9,11.3,1.0,117.7,79.8,11.5,0.0
SSSJ114900.6-022128,177.2524,-2.3579,1993.155,62.5,-84.6,19.124,18.543,18.012,89.6,44.6,13.9,1.0,90.3,44.9,13.9,0.0
SSSJ114901.7-405115,177.2572,-40.8541,1996.218,-252.2,-60.2,19.481,18.155,17.636,39.5,48.5,15.4,0.44,50.2,61.7,15.0,0.56
SSSJ114909.2+431759,177.2883,43.2998,1988.383,36.9,-44.8,18.355,18.337,18.376,235.0,64.7,10.4,1.0,226.3,62.3,10.7,0.0
SSSJ114916.8+165410,177.3201,16.9029,1997.352,-95.0,-44.4,17.699,17.455,17.743,155.7,77.5,10.9,1.0,146.0,72.6,11.1,0.0
SSSJ114920.2+184857,177.3342,18.8157,1990.07,-73.1,-40.6,18.876,18.561,18.237,134.9,53.7,12.8,1.0,134.6,53.6,12.9,0.0
